# Acquisition started at 15/09/2022 - 15:31:34 
#
#******************************************* 
#
#Event	Ev.Type	ASIC	Ch.Type	Channel		Energy (ADC)
0	000	2	00	0		151
0	000	2	00	1		139
0	000	2	00	2		109
0	000	2	00	3		124
0	000	2	00	4		152
0	000	2	00	5		96
0	000	2	00	6		159
0	000	2	00	7		101
0	000	2	00	8		94
0	000	2	00	9		122
0	000	2	00	10		155
0	000	2	00	11		118
0	000	2	00	12		157
0	000	2	00	13		119
0	000	2	00	14		125
0	000	2	00	15		133
0	000	2	00	16		141
0	000	2	00	17		104
0	000	2	00	18		114
0	000	2	00	19		106
0	000	2	00	20		113
0	000	2	00	21		126
0	000	2	00	22		146
0	000	2	00	23		112
0	000	2	00	24		98
0	000	2	00	25		133
0	000	2	00	26		136
0	000	2	00	27		139
0	000	2	00	28		108
0	000	2	00	29		195
0	000	2	00	30		187
0	011	2	10	31		79
1	000	2	00	0		152
1	000	2	00	1		140
1	000	2	00	2		106
1	000	2	00	3		125
1	000	2	00	4		146
1	000	2	00	5		98
1	000	2	00	6		159
1	000	2	00	7		93
1	000	2	00	8		89
1	000	2	00	9		108
1	000	2	00	10		145
1	000	2	00	11		109
1	000	2	00	12		148
1	000	2	00	13		106
1	000	2	00	14		117
1	000	2	00	15		124
1	000	2	00	16		119
1	000	2	00	17		87
1	000	2	00	18		96
1	000	2	00	19		82
1	000	2	00	20		96
1	000	2	00	21		99
1	000	2	00	22		122
1	000	2	00	23		85
1	000	2	00	24		76
1	000	2	00	25		117
1	000	2	00	26		117
1	000	2	00	27		125
1	000	2	00	28		90
1	000	2	00	29		181
1	000	2	00	30		673
1	011	2	10	31		68
2	000	2	00	0		149
2	000	2	00	1		136
2	000	2	00	2		107
2	000	2	00	3		125
2	000	2	00	4		146
2	000	2	00	5		97
2	000	2	00	6		160
2	000	2	00	7		95
2	000	2	00	8		89
2	000	2	00	9		116
2	000	2	00	10		150
2	000	2	00	11		114
2	000	2	00	12		154
2	000	2	00	13		109
2	000	2	00	14		122
2	000	2	00	15		131
2	000	2	00	16		125
2	000	2	00	17		92
2	000	2	00	18		97
2	000	2	00	19		81
2	000	2	00	20		93
2	000	2	00	21		100
2	000	2	00	22		128
2	000	2	00	23		86
2	000	2	00	24		617
2	000	2	00	25		119
2	000	2	00	26		116
2	000	2	00	27		123
2	000	2	00	28		88
2	000	2	00	29		178
2	000	2	00	30		164
2	011	2	10	31		64
3	000	2	00	0		149
3	000	2	00	1		138
3	000	2	00	2		104
3	000	2	00	3		124
3	000	2	00	4		150
3	000	2	00	5		96
3	000	2	00	6		155
3	000	2	00	7		91
3	000	2	00	8		81
3	000	2	00	9		115
3	000	2	00	10		146
3	000	2	00	11		109
3	000	2	00	12		150
3	000	2	00	13		110
3	000	2	00	14		118
3	000	2	00	15		127
3	000	2	00	16		122
3	000	2	00	17		86
3	000	2	00	18		100
3	000	2	00	19		84
3	000	2	00	20		90
3	000	2	00	21		102
3	000	2	00	22		127
3	000	2	00	23		88
3	000	2	00	24		81
3	000	2	00	25		119
3	000	2	00	26		118
3	000	2	00	27		127
3	000	2	00	28		97
3	000	2	00	29		586
3	000	2	00	30		219
3	011	2	10	31		74
4	000	2	00	0		147
4	000	2	00	1		132
4	000	2	00	2		101
4	000	2	00	3		119
4	000	2	00	4		149
4	000	2	00	5		99
4	000	2	00	6		160
4	000	2	00	7		93
4	000	2	00	8		88
4	000	2	00	9		107
4	000	2	00	10		145
4	000	2	00	11		109
4	000	2	00	12		144
4	000	2	00	13		106
4	000	2	00	14		115
4	000	2	00	15		124
4	000	2	00	16		95
4	000	2	00	17		58
4	000	2	00	18		72
4	000	2	00	19		62
4	000	2	00	20		68
4	000	2	00	21		74
4	000	2	00	22		97
4	000	2	00	23		67
4	000	2	00	24		688
4	000	2	00	25		532
4	000	2	00	26		85
4	000	2	00	27		94
4	000	2	00	28		68
4	000	2	00	29		152
4	000	2	00	30		142
4	011	2	10	31		44
5	000	2	00	0		154
5	000	2	00	1		137
5	000	2	00	2		112
5	000	2	00	3		125
5	000	2	00	4		151
5	000	2	00	5		102
5	000	2	00	6		162
5	000	2	00	7		100
5	000	2	00	8		98
5	000	2	00	9		122
5	000	2	00	10		154
5	000	2	00	11		121
5	000	2	00	12		158
5	000	2	00	13		117
5	000	2	00	14		125
5	000	2	00	15		133
5	000	2	00	16		134
5	000	2	00	17		97
5	000	2	00	18		114
5	000	2	00	19		104
5	000	2	00	20		108
5	000	2	00	21		118
5	000	2	00	22		145
5	000	2	00	23		107
5	000	2	00	24		89
5	000	2	00	25		129
5	000	2	00	26		127
5	000	2	00	27		133
5	000	2	00	28		100
5	000	2	00	29		585
5	000	2	00	30		276
5	011	2	10	31		73
6	000	2	00	0		156
6	000	2	00	1		139
6	000	2	00	2		107
6	000	2	00	3		126
6	000	2	00	4		149
6	000	2	00	5		100
6	000	2	00	6		165
6	000	2	00	7		102
6	000	2	00	8		98
6	000	2	00	9		119
6	000	2	00	10		154
6	000	2	00	11		119
6	000	2	00	12		160
6	000	2	00	13		118
6	000	2	00	14		126
6	000	2	00	15		139
6	000	2	00	16		140
6	000	2	00	17		106
6	000	2	00	18		114
6	000	2	00	19		103
6	000	2	00	20		115
6	000	2	00	21		125
6	000	2	00	22		153
6	000	2	00	23		114
6	000	2	00	24		97
6	000	2	00	25		125
6	000	2	00	26		128
6	000	2	00	27		137
6	000	2	00	28		100
6	000	2	00	29		191
6	000	2	00	30		570
6	011	2	10	31		75
7	000	2	00	0		121
7	000	2	00	1		107
7	000	2	00	2		74
7	000	2	00	3		93
7	000	2	00	4		114
7	000	2	00	5		72
7	000	2	00	6		121
7	000	2	00	7		64
7	000	2	00	8		57
7	000	2	00	9		81
7	000	2	00	10		113
7	000	2	00	11		75
7	000	2	00	12		114
7	000	2	00	13		77
7	000	2	00	14		80
7	000	2	00	15		84
7	000	2	00	16		39
7	000	2	00	17		26
7	000	2	00	18		37
7	000	2	00	19		37
7	000	2	00	20		45
7	000	2	00	21		25
7	000	2	00	22		39
7	000	2	00	23		47
7	000	2	00	24		30
7	000	2	00	25		35
