# Acquisition started at 29/08/2022 - 12:30:15 
#
#******************************************* 
#
#Event	Ev.Type	ASIC	Ch.Type	Channel		Energy (ADC)
0	000	2	00	0		153
0	000	2	00	1		132
0	000	2	00	2		100
0	000	2	00	3		125
0	000	2	00	4		149
0	000	2	00	5		98
0	000	2	00	6		593
0	000	2	00	7		99
0	000	2	00	8		94
0	000	2	00	9		119
0	000	2	00	10		155
0	000	2	00	11		117
0	000	2	00	12		157
0	000	2	00	13		114
0	000	2	00	14		119
0	000	2	00	15		138
0	000	2	00	16		153
0	000	2	00	17		118
0	000	2	00	18		128
0	000	2	00	19		115
0	000	2	00	20		128
0	000	2	00	21		136
0	000	2	00	22		161
0	000	2	00	23		122
0	000	2	00	24		102
0	000	2	00	25		134
0	000	2	00	26		137
0	000	2	00	27		142
0	000	2	00	28		109
0	000	2	00	29		200
0	000	2	00	30		194
0	011	2	10	31		87
1	000	2	00	0		128
1	000	2	00	1		766
1	000	2	00	2		83
1	000	2	00	3		100
1	000	2	00	4		120
1	000	2	00	5		74
1	000	2	00	6		134
1	000	2	00	7		78
1	000	2	00	8		71
1	000	2	00	9		91
1	000	2	00	10		132
1	000	2	00	11		89
1	000	2	00	12		134
1	000	2	00	13		88
1	000	2	00	14		94
1	000	2	00	15		99
1	000	2	00	16		148
1	000	2	00	17		113
1	000	2	00	18		125
1	000	2	00	19		110
1	000	2	00	20		124
1	000	2	00	21		132
1	000	2	00	22		154
1	000	2	00	23		120
1	000	2	00	24		102
1	000	2	00	25		141
1	000	2	00	26		139
1	000	2	00	27		145
1	000	2	00	28		109
1	000	2	00	29		200
1	000	2	00	30		187
1	011	2	10	31		83
2	000	2	00	0		162
2	000	2	00	1		144
2	000	2	00	2		108
2	000	2	00	3		130
2	000	2	00	4		157
2	000	2	00	5		100
2	000	2	00	6		164
2	000	2	00	7		106
2	000	2	00	8		106
2	000	2	00	9		137
2	000	2	00	10		170
2	000	2	00	11		133
2	000	2	00	12		176
2	000	2	00	13		132
2	000	2	00	14		145
2	000	2	00	15		152
2	000	2	00	16		169
2	000	2	00	17		128
2	000	2	00	18		133
2	000	2	00	19		122
2	000	2	00	20		133
2	000	2	00	21		143
2	000	2	00	22		169
2	000	2	00	23		128
2	000	2	00	24		102
2	000	2	00	25		144
2	000	2	00	26		136
2	000	2	00	27		141
2	000	2	00	28		112
2	000	2	00	29		202
2	000	2	00	30		187
2	011	2	10	31		86
3	000	2	00	0		150
3	000	2	00	1		134
3	000	2	00	2		94
3	000	2	00	3		114
3	000	2	00	4		136
3	000	2	00	5		84
3	000	2	00	6		145
3	000	2	00	7		83
3	000	2	00	8		72
3	000	2	00	9		111
3	000	2	00	10		146
3	000	2	00	11		77
3	000	2	00	12		157
3	000	2	00	13		106
3	000	2	00	14		98
3	000	2	00	15		126
3	000	2	00	16		122
3	000	2	00	17		68
3	000	2	00	18		88
3	000	2	00	19		70
3	000	2	00	20		73
3	000	2	00	21		109
3	000	2	00	22		141
3	000	2	00	23		81
3	000	2	00	24		78
3	000	2	00	25		116
3	000	2	00	26		113
3	000	2	00	27		125
3	000	2	00	28		90
3	000	2	00	29		181
3	000	2	00	30		175
3	011	2	10	31		66
4	000	2	00	0		153
4	000	2	00	1		133
4	000	2	00	2		94
4	000	2	00	3		121
4	000	2	00	4		144
4	000	2	00	5		99
4	000	2	00	6		152
4	000	2	00	7		90
4	000	2	00	8		77
4	000	2	00	9		108
4	000	2	00	10		142
4	000	2	00	11		97
4	000	2	00	12		147
4	000	2	00	13		105
4	000	2	00	14		107
4	000	2	00	15		117
4	000	2	00	16		129
4	000	2	00	17		86
4	000	2	00	18		101
4	000	2	00	19		86
4	000	2	00	20		93
4	000	2	00	21		107
4	000	2	00	22		133
4	000	2	00	23		93
4	000	2	00	24		82
4	000	2	00	25		121
4	000	2	00	26		123
4	000	2	00	27		132
4	000	2	00	28		94
4	000	2	00	29		186
4	000	2	00	30		173
4	011	2	10	31		68
5	000	2	00	0		151
5	000	2	00	1		129
5	000	2	00	2		94
5	000	2	00	3		117
5	000	2	00	4		141
5	000	2	00	5		96
5	000	2	00	6		149
5	000	2	00	7		93
5	000	2	00	8		87
5	000	2	00	9		118
5	000	2	00	10		148
5	000	2	00	11		94
5	000	2	00	12		154
5	000	2	00	13		110
5	000	2	00	14		104
5	000	2	00	15		128
5	000	2	00	16		128
5	000	2	00	17		89
5	000	2	00	18		108
5	000	2	00	19		90
5	000	2	00	20		102
5	000	2	00	21		119
5	000	2	00	22		148
5	000	2	00	23		104
5	000	2	00	24		86
5	000	2	00	25		129
5	000	2	00	26		125
5	000	2	00	27		136
5	000	2	00	28		96
5	000	2	00	29		191
5	000	2	00	30		176
5	011	2	10	31		74
6	000	2	00	0		140
6	000	2	00	1		118
6	000	2	00	2		91
6	000	2	00	3		108
6	000	2	00	4		134
6	000	2	00	5		81
6	000	2	00	6		140
6	000	2	00	7		72
6	000	2	00	8		57
6	000	2	00	9		92
6	000	2	00	10		114
6	000	2	00	11		73
6	000	2	00	12		131
6	000	2	00	13		84
6	000	2	00	14		65
6	000	2	00	15		82
6	000	2	00	16		77
6	000	2	00	17		39
6	000	2	00	18		57
6	000	2	00	19		48
6	000	2	00	20		55
6	000	2	00	21		69
6	000	2	00	22		93
6	000	2	00	23		57
6	000	2	00	24		65
6	000	2	00	25		106
6	000	2	00	26		107
6	000	2	00	27		118
6	000	2	00	28		84
6	000	2	00	29		175
6	000	2	00	30		166
6	011	2	10	31		65
7	000	2	00	0		149
7	000	2	00	1		136
7	000	2	00	2		108
7	000	2	00	3		129
7	000	2	00	4		149
7	000	2	00	5		106
7	000	2	00	6		169
7	000	2	00	7		108
7	000	2	00	8		101
7	000	2	00	9		132
7	000	2	00	10		161
7	000	2	00	11		125
7	000	2	00	12		165
7	000	2	00	13		121
7	000	2	00	14		130
7	000	2	00	15		136
7	000	2	00	16		146
7	000	2	00	17		111
7	000	2	00	18		122
7	000	2	00	19		110
7	000	2	00	20		121
7	000	2	00	21		132
7	000	2	00	22		160
7	000	2	00	23		118
7	000	2	00	24		96
7	000	2	00	25		142
7	000	2	00	26		138
7	000	2	00	27		141
7	000	2	00	28		105
7	000	2	00	29		191
7	000	2	00	30		181
7	011	2	10	31		79
8	000	2	00	0		146
8	000	2	00	1		125
8	000	2	00	2		100
8	000	2	00	3		121
8	000	2	00	4		144
8	000	2	00	5		97
8	000	2	00	6		155
8	000	2	00	7		96
8	000	2	00	8		96
8	000	2	00	9		119
8	000	2	00	10		151
8	000	2	00	11		104
8	000	2	00	12		151
8	000	2	00	13		110
8	000	2	00	14		102
8	000	2	00	15		117
8	000	2	00	16		136
8	000	2	00	17		89
8	000	2	00	18		106
8	000	2	00	19		98
8	000	2	00	20		105
8	000	2	00	21		129
8	000	2	00	22		152
8	000	2	00	23		114
8	000	2	00	24		98
8	000	2	00	25		138
8	000	2	00	26		130
8	000	2	00	27		137
8	000	2	00	28		101
8	000	2	00	29		188
8	000	2	00	30		175
8	011	2	10	31		74
9	000	2	00	0		149
9	000	2	00	1		129
9	000	2	00	2		101
9	000	2	00	3		126
9	000	2	00	4		153
9	000	2	00	5		98
9	000	2	00	6		154
9	000	2	00	7		96
9	000	2	00	8		92
9	000	2	00	9		122
9	000	2	00	10		150
9	000	2	00	11		120
9	000	2	00	12		154
9	000	2	00	13		110
9	000	2	00	14		122
9	000	2	00	15		126
9	000	2	00	16		140
9	000	2	00	17		100
9	000	2	00	18		110
9	000	2	00	19		98
9	000	2	00	20		114
9	000	2	00	21		122
9	000	2	00	22		153
9	000	2	00	23		113
9	000	2	00	24		98
9	000	2	00	25		136
