# Acquisition started at 29/08/2022 - 16:48:16 
#
#******************************************* 
#
#Event	Ev.Type	ASIC	Ch.Type	Channel		Energy (ADC)
0	000	2	00	0		157
0	000	2	00	1		138
0	000	2	00	2		105
0	000	2	00	3		123
0	000	2	00	4		150
0	000	2	00	5		98
0	000	2	00	6		160
0	000	2	00	7		98
0	000	2	00	8		101
0	000	2	00	9		126
0	000	2	00	10		160
0	000	2	00	11		122
0	000	2	00	12		162
0	000	2	00	13		122
0	000	2	00	14		130
0	000	2	00	15		139
0	000	2	00	16		149
0	000	2	00	17		110
0	000	2	00	18		122
0	000	2	00	19		104
0	000	2	00	20		116
0	000	2	00	21		129
0	000	2	00	22		151
0	000	2	00	23		106
0	000	2	00	24		91
0	000	2	00	25		134
0	000	2	00	26		133
0	000	2	00	27		134
0	000	2	00	28		108
0	000	2	00	29		194
0	000	2	00	30		184
0	011	2	10	31		84
1	000	2	00	0		133
1	000	2	00	1		112
1	000	2	00	2		87
1	000	2	00	3		101
1	000	2	00	4		124
1	000	2	00	5		552
1	000	2	00	6		132
1	000	2	00	7		441
1	000	2	00	8		58
1	000	2	00	9		76
1	000	2	00	10		107
1	000	2	00	11		81
1	000	2	00	12		114
1	000	2	00	13		74
1	000	2	00	14		86
1	000	2	00	15		88
1	000	2	00	16		111
1	000	2	00	17		80
1	000	2	00	18		94
1	000	2	00	19		80
1	000	2	00	20		91
1	000	2	00	21		87
1	000	2	00	22		112
1	000	2	00	23		81
1	000	2	00	24		82
1	000	2	00	25		119
1	000	2	00	26		121
1	000	2	00	27		132
1	000	2	00	28		100
1	000	2	00	29		189
1	000	2	00	30		179
1	011	2	10	31		77
2	000	2	00	0		152
2	000	2	00	1		139
2	000	2	00	2		113
2	000	2	00	3		130
2	000	2	00	4		723
2	000	2	00	5		99
2	000	2	00	6		162
2	000	2	00	7		106
2	000	2	00	8		108
2	000	2	00	9		130
2	000	2	00	10		168
2	000	2	00	11		136
2	000	2	00	12		168
2	000	2	00	13		128
2	000	2	00	14		137
2	000	2	00	15		149
2	000	2	00	16		181
2	000	2	00	17		146
2	000	2	00	18		152
2	000	2	00	19		142
2	000	2	00	20		154
2	000	2	00	21		156
2	000	2	00	22		180
2	000	2	00	23		144
2	000	2	00	24		119
2	000	2	00	25		156
2	000	2	00	26		156
2	000	2	00	27		158
2	000	2	00	28		129
2	000	2	00	29		213
2	000	2	00	30		202
2	011	2	10	31		100
3	000	2	00	0		148
3	000	2	00	1		130
3	000	2	00	2		97
3	000	2	00	3		110
3	000	2	00	4		136
3	000	2	00	5		90
3	000	2	00	6		152
3	000	2	00	7		582
3	000	2	00	8		93
3	000	2	00	9		128
3	000	2	00	10		158
