# Acquisition started at 29/08/2022 - 14:34:37 
#
#******************************************* 
#
#Event	Ev.Type	ASIC	Ch.Type	Channel		Energy (ADC)
0	000	2	00	0		152
0	000	2	00	1		136
0	000	2	00	2		101
0	000	2	00	3		125
0	000	2	00	4		609
0	000	2	00	5		97
0	000	2	00	6		160
0	000	2	00	7		98
0	000	2	00	8		100
0	000	2	00	9		124
0	000	2	00	10		160
0	000	2	00	11		121
0	000	2	00	12		160
0	000	2	00	13		114
0	000	2	00	14		127
0	000	2	00	15		133
0	000	2	00	16		152
0	000	2	00	17		118
0	000	2	00	18		132
0	000	2	00	19		121
0	000	2	00	20		132
0	000	2	00	21		137
0	000	2	00	22		166
0	000	2	00	23		131
0	000	2	00	24		110
0	000	2	00	25		144
0	000	2	00	26		144
0	000	2	00	27		150
0	000	2	00	28		117
0	000	2	00	29		200
0	000	2	00	30		194
0	011	2	10	31		88
1	000	2	00	0		141
1	000	2	00	1		129
1	000	2	00	2		93
1	000	2	00	3		114
1	000	2	00	4		134
1	000	2	00	5		88
1	000	2	00	6		151
1	000	2	00	7		86
1	000	2	00	8		82
1	000	2	00	9		115
1	000	2	00	10		148
1	000	2	00	11		98
1	000	2	00	12		152
1	000	2	00	13		105
1	000	2	00	14		104
1	000	2	00	15		117
1	000	2	00	16		122
1	000	2	00	17		84
1	000	2	00	18		101
1	000	2	00	19		84
1	000	2	00	20		101
1	000	2	00	21		120
1	000	2	00	22		150
1	000	2	00	23		95
1	000	2	00	24		86
1	000	2	00	25		122
1	000	2	00	26		122
1	000	2	00	27		129
1	000	2	00	28		93
1	000	2	00	29		182
1	000	2	00	30		175
1	011	2	10	31		67
2	000	2	00	0		157
2	000	2	00	1		141
2	000	2	00	2		113
2	000	2	00	3		129
2	000	2	00	4		153
2	000	2	00	5		105
2	000	2	00	6		166
2	000	2	00	7		109
2	000	2	00	8		111
2	000	2	00	9		135
2	000	2	00	10		171
2	000	2	00	11		134
2	000	2	00	12		172
2	000	2	00	13		134
2	000	2	00	14		138
2	000	2	00	15		149
2	000	2	00	16		165
2	000	2	00	17		126
2	000	2	00	18		137
2	000	2	00	19		125
2	000	2	00	20		137
2	000	2	00	21		148
2	000	2	00	22		174
2	000	2	00	23		135
2	000	2	00	24		108
2	000	2	00	25		142
2	000	2	00	26		138
2	000	2	00	27		146
2	000	2	00	28		111
2	000	2	00	29		201
2	000	2	00	30		186
2	011	2	10	31		91
3	000	2	00	0		149
3	000	2	00	1		132
3	000	2	00	2		102
3	000	2	00	3		117
3	000	2	00	4		145
3	000	2	00	5		96
3	000	2	00	6		158
3	000	2	00	7		94
3	000	2	00	8		93
3	000	2	00	9		121
3	000	2	00	10		158
3	000	2	00	11		111
3	000	2	00	12		158
3	000	2	00	13		117
3	000	2	00	14		117
3	000	2	00	15		132
3	000	2	00	16		148
3	000	2	00	17		110
3	000	2	00	18		122
3	000	2	00	19		110
3	000	2	00	20		119
3	000	2	00	21		132
3	000	2	00	22		157
3	000	2	00	23		125
3	000	2	00	24		101
3	000	2	00	25		133
3	000	2	00	26		132
3	000	2	00	27		141
3	000	2	00	28		106
3	000	2	00	29		189
3	000	2	00	30		179
3	011	2	10	31		74
4	000	2	00	0		154
4	000	2	00	1		138
4	000	2	00	2		104
4	000	2	00	3		125
4	000	2	00	4		148
4	000	2	00	5		101
4	000	2	00	6		161
4	000	2	00	7		97
4	000	2	00	8		107
4	000	2	00	9		133
4	000	2	00	10		166
4	000	2	00	11		128
4	000	2	00	12		174
4	000	2	00	13		129
4	000	2	00	14		138
4	000	2	00	15		149
4	000	2	00	16		166
4	000	2	00	17		121
4	000	2	00	18		135
4	000	2	00	19		129
4	000	2	00	20		137
4	000	2	00	21		148
4	000	2	00	22		181
4	000	2	00	23		144
4	000	2	00	24		104
4	000	2	00	25		139
4	000	2	00	26		135
4	000	2	00	27		142
4	000	2	00	28		102
4	000	2	00	29		194
4	000	2	00	30		182
4	011	2	10	31		81
5	000	2	00	0		101
5	000	2	00	1		78
5	000	2	00	2		58
5	000	2	00	3		75
5	000	2	00	4		90
5	000	2	00	5		51
5	000	2	00	6		107
5	000	2	00	7		57
5	000	2	00	8		577
5	000	2	00	9		80
5	000	2	00	10		593
5	000	2	00	11		78
5	000	2	00	12		119
5	000	2	00	13		74
5	000	2	00	14		77
5	000	2	00	15		82
5	000	2	00	16		144
5	000	2	00	17		109
5	000	2	00	18		119
5	000	2	00	19		109
5	000	2	00	20		123
5	000	2	00	21		124
5	000	2	00	22		153
5	000	2	00	23		113
5	000	2	00	24		96
5	000	2	00	25		136
5	000	2	00	26		132
5	000	2	00	27		138
5	000	2	00	28		106
5	000	2	00	29		190
5	000	2	00	30		180
5	011	2	10	31		78
6	000	2	00	0		149
6	000	2	00	1		135
6	000	2	00	2		101
6	000	2	00	3		122
6	000	2	00	4		145
6	000	2	00	5		96
6	000	2	00	6		158
6	000	2	00	7		100
6	000	2	00	8		99
6	000	2	00	9		132
6	000	2	00	10		166
6	000	2	00	11		113
6	000	2	00	12		171
6	000	2	00	13		125
6	000	2	00	14		125
6	000	2	00	15		146
6	000	2	00	16		166
6	000	2	00	17		114
6	000	2	00	18		129
6	000	2	00	19		113
6	000	2	00	20		124
6	000	2	00	21		138
6	000	2	00	22		169
6	000	2	00	23		129
6	000	2	00	24		96
6	000	2	00	25		138
6	000	2	00	26		133
6	000	2	00	27		140
6	000	2	00	28		101
6	000	2	00	29		189
6	000	2	00	30		185
6	011	2	10	31		80
7	000	2	00	0		166
7	000	2	00	1		148
7	000	2	00	2		117
7	000	2	00	3		134
7	000	2	00	4		167
7	000	2	00	5		109
7	000	2	00	6		175
7	000	2	00	7		114
7	000	2	00	8		125
7	000	2	00	9		155
7	000	2	00	10		189
7	000	2	00	11		160
7	000	2	00	12		191
7	000	2	00	13		150
7	000	2	00	14		166
7	000	2	00	15		177
7	000	2	00	16		190
7	000	2	00	17		150
7	000	2	00	18		157
7	000	2	00	19		148
7	000	2	00	20		163
7	000	2	00	21		169
7	000	2	00	22		201
7	000	2	00	23		162
7	000	2	00	24		114
7	000	2	00	25		148
7	000	2	00	26		146
7	000	2	00	27		151
7	000	2	00	28		118
7	000	2	00	29		204
7	000	2	00	30		194
7	011	2	10	31		93
8	000	2	00	0		140
8	000	2	00	1		121
8	000	2	00	2		94
8	000	2	00	3		111
8	000	2	00	4		138
8	000	2	00	5		87
8	000	2	00	6		149
8	000	2	00	7		84
8	000	2	00	8		71
8	000	2	00	9		104
8	000	2	00	10		131
8	000	2	00	11		78
8	000	2	00	12		138
8	000	2	00	13		86
8	000	2	00	14		76
8	000	2	00	15		94
8	000	2	00	16		88
8	000	2	00	17		55
8	000	2	00	18		70
8	000	2	00	19		62
8	000	2	00	20		77
8	000	2	00	21		93
8	000	2	00	22		122
8	000	2	00	23		81
8	000	2	00	24		81
8	000	2	00	25		126
8	000	2	00	26		118
8	000	2	00	27		124
8	000	2	00	28		94
8	000	2	00	29		181
8	000	2	00	30		169
8	011	2	10	31		66
9	000	2	00	0		146
9	000	2	00	1		137
9	000	2	00	2		105
9	000	2	00	3		124
9	000	2	00	4		146
9	000	2	00	5		94
9	000	2	00	6		158
9	000	2	00	7		89
9	000	2	00	8		77
9	000	2	00	9		100
9	000	2	00	10		138
9	000	2	00	11		105
9	000	2	00	12		142
9	000	2	00	13		101
9	000	2	00	14		113
9	000	2	00	15		117
9	000	2	00	16		115
9	000	2	00	17		86
9	000	2	00	18		98
9	000	2	00	19		82
9	000	2	00	20		97
9	000	2	00	21		100
9	000	2	00	22		125
9	000	2	00	23		89
9	000	2	00	24		86
9	000	2	00	25		122
9	000	2	00	26		126
9	000	2	00	27		132
9	000	2	00	28		99
9	000	2	00	29		190
9	000	2	00	30		179
9	011	2	10	31		79
10	000	2	00	0		139
10	000	2	00	1		121
10	000	2	00	2		86
10	000	2	00	3		110
10	000	2	00	4		132
10	000	2	00	5		88
10	000	2	00	6		148
10	000	2	00	7		82
10	000	2	00	8		68
10	000	2	00	9		96
10	000	2	00	10		123
10	000	2	00	11		84
10	000	2	00	12		132
10	000	2	00	13		86
10	000	2	00	14		80
10	000	2	00	15		91
10	000	2	00	16		94
10	000	2	00	17		61
10	000	2	00	18		74
10	000	2	00	19		64
10	000	2	00	20		76
10	000	2	00	21		85
10	000	2	00	22		114
10	000	2	00	23		74
10	000	2	00	24		75
10	000	2	00	25		122
10	000	2	00	26		116
10	000	2	00	27		126
10	000	2	00	28		90
10	000	2	00	29		183
10	000	2	00	30		166
10	011	2	10	31		65
11	000	2	00	0		157
11	000	2	00	1		141
11	000	2	00	2		115
11	000	2	00	3		125
11	000	2	00	4		155
11	000	2	00	5		101
11	000	2	00	6		168
11	000	2	00	7		107
11	000	2	00	8		102
11	000	2	00	9		125
11	000	2	00	10		160
11	000	2	00	11		122
11	000	2	00	12		165
11	000	2	00	13		126
11	000	2	00	14		133
11	000	2	00	15		135
11	000	2	00	16		156
11	000	2	00	17		121
11	000	2	00	18		132
11	000	2	00	19		120
11	000	2	00	20		132
11	000	2	00	21		142
11	000	2	00	22		161
11	000	2	00	23		127
11	000	2	00	24		109
11	000	2	00	25		144
11	000	2	00	26		137
11	000	2	00	27		149
11	000	2	00	28		108
11	000	2	00	29		201
11	000	2	00	30		198
11	011	2	10	31		90
12	000	2	00	0		136
12	000	2	00	1		112
12	000	2	00	2		80
12	000	2	00	3		102
12	000	2	00	4		125
12	000	2	00	5		68
12	000	2	00	6		123
12	000	2	00	7		62
12	000	2	00	8		42
12	000	2	00	9		62
12	000	2	00	10		91
12	000	2	00	11		60
12	000	2	00	12		100
12	000	2	00	13		60
12	000	2	00	14		61
12	000	2	00	15		60
12	000	2	00	16		66
12	000	2	00	17		39
12	000	2	00	18		51
12	000	2	00	19		45
12	000	2	00	20		53
12	000	2	00	21		46
12	000	2	00	22		68
12	000	2	00	23		52
12	000	2	00	24		57
12	000	2	00	25		94
12	000	2	00	26		97
12	000	2	00	27		108
12	000	2	00	28		80
12	000	2	00	29		171
12	000	2	00	30		160
12	011	2	10	31		58
13	000	2	00	0		137
13	000	2	00	1		112
13	000	2	00	2		85
13	000	2	00	3		100
13	000	2	00	4		122
13	000	2	00	5		74
13	000	2	00	6		125
13	000	2	00	7		68
13	000	2	00	8		46
13	000	2	00	9		64
13	000	2	00	10		94
13	000	2	00	11		60
13	000	2	00	12		100
13	000	2	00	13		58
13	000	2	00	14		63
13	000	2	00	15		60
13	000	2	00	16		60
13	000	2	00	17		41
13	000	2	00	18		54
13	000	2	00	19		49
13	000	2	00	20		58
13	000	2	00	21		53
13	000	2	00	22		74
13	000	2	00	23		58
13	000	2	00	24		64
13	000	2	00	25		106
13	000	2	00	26		103
13	000	2	00	27		115
13	000	2	00	28		85
13	000	2	00	29		174
13	000	2	00	30		156
13	011	2	10	31		61
14	000	2	00	0		139
14	000	2	00	1		128
14	000	2	00	2		97
14	000	2	00	3		492
14	000	2	00	4		135
14	000	2	00	5		85
14	000	2	00	6		149
14	000	2	00	7		90
14	000	2	00	8		77
14	000	2	00	9		99
14	000	2	00	10		132
14	000	2	00	11		94
14	000	2	00	12		139
14	000	2	00	13		94
14	000	2	00	14		106
14	000	2	00	15		105
14	000	2	00	16		118
14	000	2	00	17		84
14	000	2	00	18		93
14	000	2	00	19		77
14	000	2	00	20		93
14	000	2	00	21		93
14	000	2	00	22		118
14	000	2	00	23		80
14	000	2	00	24		85
14	000	2	00	25		124
14	000	2	00	26		125
14	000	2	00	27		137
14	000	2	00	28		96
14	000	2	00	29		190
14	000	2	00	30		180
14	011	2	10	31		80
15	000	2	00	0		148
15	000	2	00	1		126
15	000	2	00	2		101
15	000	2	00	3		123
15	000	2	00	4		151
15	000	2	00	5		97
15	000	2	00	6		164
15	000	2	00	7		98
15	000	2	00	8		93
15	000	2	00	9		123
15	000	2	00	10		153
15	000	2	00	11		111
15	000	2	00	12		154
15	000	2	00	13		104
15	000	2	00	14		113
15	000	2	00	15		121
15	000	2	00	16		129
15	000	2	00	17		98
15	000	2	00	18		108
15	000	2	00	19		98
15	000	2	00	20		113
15	000	2	00	21		128
15	000	2	00	22		155
15	000	2	00	23		118
15	000	2	00	24		100
15	000	2	00	25		140
15	000	2	00	26		139
15	000	2	00	27		144
15	000	2	00	28		107
15	000	2	00	29		197
15	000	2	00	30		183
15	011	2	10	31		75
16	000	2	00	0		157
16	000	2	00	1		130
16	000	2	00	2		104
16	000	2	00	3		123
16	000	2	00	4		228
16	000	2	00	5		97
16	000	2	00	6		163
16	000	2	00	7		100
16	000	2	00	8		99
16	000	2	00	9		124
16	000	2	00	10		161
16	000	2	00	11		120
16	000	2	00	12		157
16	000	2	00	13		115
16	000	2	00	14		129
16	000	2	00	15		134
16	000	2	00	16		150
16	000	2	00	17		120
16	000	2	00	18		130
16	000	2	00	19		115
16	000	2	00	20		133
16	000	2	00	21		142
16	000	2	00	22		169
16	000	2	00	23		133
16	000	2	00	24		109
16	000	2	00	25		142
16	000	2	00	26		141
16	000	2	00	27		146
16	000	2	00	28		110
16	000	2	00	29		201
16	000	2	00	30		189
16	011	2	10	31		86
17	000	2	00	0		149
17	000	2	00	1		134
17	000	2	00	2		101
17	000	2	00	3		117
17	000	2	00	4		144
17	000	2	00	5		97
17	000	2	00	6		156
17	000	2	00	7		99
17	000	2	00	8		93
17	000	2	00	9		122
17	000	2	00	10		152
17	000	2	00	11		109
17	000	2	00	12		162
17	000	2	00	13		109
17	000	2	00	14		119
17	000	2	00	15		133
17	000	2	00	16		141
17	000	2	00	17		100
17	000	2	00	18		113
17	000	2	00	19		101
17	000	2	00	20		113
17	000	2	00	21		138
17	000	2	00	22		164
17	000	2	00	23		126
17	000	2	00	24		91
17	000	2	00	25		133
17	000	2	00	26		132
17	000	2	00	27		137
17	000	2	00	28		98
17	000	2	00	29		188
17	000	2	00	30		174
17	011	2	10	31		77
18	000	2	00	0		160
18	000	2	00	1		148
18	000	2	00	2		114
18	000	2	00	3		133
18	000	2	00	4		160
18	000	2	00	5		107
18	000	2	00	6		169
18	000	2	00	7		107
18	000	2	00	8		112
18	000	2	00	9		133
18	000	2	00	10		169
18	000	2	00	11		134
18	000	2	00	12		170
18	000	2	00	13		130
18	000	2	00	14		136
18	000	2	00	15		148
18	000	2	00	16		157
18	000	2	00	17		124
18	000	2	00	18		137
18	000	2	00	19		125
18	000	2	00	20		139
18	000	2	00	21		145
18	000	2	00	22		170
18	000	2	00	23		137
18	000	2	00	24		112
18	000	2	00	25		145
18	000	2	00	26		150
18	000	2	00	27		150
18	000	2	00	28		117
18	000	2	00	29		203
18	000	2	00	30		197
18	011	2	10	31		90
19	000	2	00	0		144
19	000	2	00	1		642
19	000	2	00	2		93
19	000	2	00	3		115
19	000	2	00	4		136
19	000	2	00	5		91
19	000	2	00	6		149
19	000	2	00	7		88
19	000	2	00	8		82
19	000	2	00	9		107
19	000	2	00	10		141
19	000	2	00	11		102
19	000	2	00	12		144
19	000	2	00	13		105
19	000	2	00	14		114
19	000	2	00	15		117
19	000	2	00	16		144
19	000	2	00	17		107
19	000	2	00	18		120
19	000	2	00	19		109
19	000	2	00	20		125
19	000	2	00	21		129
19	000	2	00	22		154
19	000	2	00	23		118
19	000	2	00	24		98
19	000	2	00	25		134
19	000	2	00	26		135
19	000	2	00	27		146
19	000	2	00	28		107
19	000	2	00	29		196
19	000	2	00	30		184
19	011	2	10	31		81
20	000	2	00	0		154
20	000	2	00	1		137
20	000	2	00	2		110
20	000	2	00	3		122
20	000	2	00	4		154
20	000	2	00	5		101
20	000	2	00	6		163
20	000	2	00	7		101
20	000	2	00	8		101
20	000	2	00	9		121
20	000	2	00	10		160
20	000	2	00	11		119
20	000	2	00	12		157
20	000	2	00	13		115
20	000	2	00	14		121
20	000	2	00	15		128
20	000	2	00	16		139
20	000	2	00	17		104
20	000	2	00	18		117
20	000	2	00	19		99
20	000	2	00	20		119
20	000	2	00	21		128
20	000	2	00	22		150
20	000	2	00	23		113
20	000	2	00	24		103
20	000	2	00	25		140
20	000	2	00	26		133
20	000	2	00	27		143
20	000	2	00	28		107
20	000	2	00	29		197
20	000	2	00	30		187
20	011	2	10	31		74
21	000	2	00	0		142
21	000	2	00	1		122
21	000	2	00	2		96
21	000	2	00	3		113
21	000	2	00	4		141
21	000	2	00	5		530
21	000	2	00	6		151
21	000	2	00	7		87
21	000	2	00	8		88
21	000	2	00	9		118
21	000	2	00	10		144
21	000	2	00	11		108
21	000	2	00	12		150
21	000	2	00	13		106
21	000	2	00	14		117
21	000	2	00	15		129
21	000	2	00	16		139
21	000	2	00	17		103
21	000	2	00	18		116
21	000	2	00	19		104
21	000	2	00	20		113
21	000	2	00	21		121
21	000	2	00	22		148
21	000	2	00	23		106
21	000	2	00	24		96
21	000	2	00	25		134
21	000	2	00	26		130
21	000	2	00	27		138
