# Acquisition started at 25/08/2022 - 14:57:36 
#
#******************************************* 
#
#Event	Ev.Type	ASIC	Ch.Type	Channel		Energy (ADC)
0	000	2	00	0		162
0	000	2	00	1		142
0	000	2	00	2		116
0	000	2	00	3		132
0	000	2	00	4		155
0	000	2	00	5		108
0	000	2	00	6		170
0	000	2	00	7		106
0	000	2	00	8		107
0	000	2	00	9		136
0	000	2	00	10		170
0	000	2	00	11		134
0	000	2	00	12		173
0	000	2	00	13		136
0	000	2	00	14		146
0	000	2	00	15		157
0	000	2	00	16		168
0	000	2	00	17		129
0	000	2	00	18		138
0	000	2	00	19		122
0	000	2	00	20		134
0	000	2	00	21		148
0	000	2	00	22		170
0	000	2	00	23		134
0	000	2	00	24		103
0	000	2	00	25		137
0	000	2	00	26		137
0	000	2	00	27		140
0	000	2	00	28		109
0	000	2	00	29		196
0	000	2	00	30		188
0	011	2	10	31		87
1	000	2	00	0		154
1	000	2	00	1		142
1	000	2	00	2		108
1	000	2	00	3		125
1	000	2	00	4		151
1	000	2	00	5		104
1	000	2	00	6		161
1	000	2	00	7		97
1	000	2	00	8		91
1	000	2	00	9		111
1	000	2	00	10		146
1	000	2	00	11		112
1	000	2	00	12		151
1	000	2	00	13		113
1	000	2	00	14		121
1	000	2	00	15		130
1	000	2	00	16		132
1	000	2	00	17		99
1	000	2	00	18		106
1	000	2	00	19		98
1	000	2	00	20		107
1	000	2	00	21		491
1	000	2	00	22		136
1	000	2	00	23		99
1	000	2	00	24		92
1	000	2	00	25		125
1	000	2	00	26		130
1	000	2	00	27		138
1	000	2	00	28		100
1	000	2	00	29		192
1	000	2	00	30		180
1	011	2	10	31		82
2	000	2	00	0		153
2	000	2	00	1		140
2	000	2	00	2		108
2	000	2	00	3		125
2	000	2	00	4		150
2	000	2	00	5		97
2	000	2	00	6		162
2	000	2	00	7		100
2	000	2	00	8		96
2	000	2	00	9		125
2	000	2	00	10		161
2	000	2	00	11		120
2	000	2	00	12		160
2	000	2	00	13		116
2	000	2	00	14		129
2	000	2	00	15		136
2	000	2	00	16		143
2	000	2	00	17		104
2	000	2	00	18		117
2	000	2	00	19		105
2	000	2	00	20		115
2	000	2	00	21		120
2	000	2	00	22		149
2	000	2	00	23		108
2	000	2	00	24		98
2	000	2	00	25		133
2	000	2	00	26		132
2	000	2	00	27		139
2	000	2	00	28		106
2	000	2	00	29		196
2	000	2	00	30		185
2	011	2	10	31		80
3	000	2	00	0		153
3	000	2	00	1		133
3	000	2	00	2		106
3	000	2	00	3		118
3	000	2	00	4		144
3	000	2	00	5		99
3	000	2	00	6		156
3	000	2	00	7		94
3	000	2	00	8		88
3	000	2	00	9		109
3	000	2	00	10		148
3	000	2	00	11		113
3	000	2	00	12		151
3	000	2	00	13		509
3	000	2	00	14		118
3	000	2	00	15		129
3	000	2	00	16		145
3	000	2	00	17		110
3	000	2	00	18		121
3	000	2	00	19		107
3	000	2	00	20		120
3	000	2	00	21		129
3	000	2	00	22		150
3	000	2	00	23		116
3	000	2	00	24		98
3	000	2	00	25		137
3	000	2	00	26		134
3	000	2	00	27		142
3	000	2	00	28		109
3	000	2	00	29		201
3	000	2	00	30		192
3	011	2	10	31		84
4	000	2	00	0		158
4	000	2	00	1		139
4	000	2	00	2		109
4	000	2	00	3		129
4	000	2	00	4		160
4	000	2	00	5		102
4	000	2	00	6		164
4	000	2	00	7		101
4	000	2	00	8		94
4	000	2	00	9		121
4	000	2	00	10		156
4	000	2	00	11		121
4	000	2	00	12		161
4	000	2	00	13		118
4	000	2	00	14		130
4	000	2	00	15		136
4	000	2	00	16		145
4	000	2	00	17		110
4	000	2	00	18		118
4	000	2	00	19		107
4	000	2	00	20		118
4	000	2	00	21		126
4	000	2	00	22		150
4	000	2	00	23		109
4	000	2	00	24		100
4	000	2	00	25		133
4	000	2	00	26		135
4	000	2	00	27		146
4	000	2	00	28		109
4	000	2	00	29		198
4	000	2	00	30		189
4	011	2	10	31		87
5	000	2	00	0		158
5	000	2	00	1		139
5	000	2	00	2		113
5	000	2	00	3		128
5	000	2	00	4		153
5	000	2	00	5		101
5	000	2	00	6		164
5	000	2	00	7		103
5	000	2	00	8		96
5	000	2	00	9		123
5	000	2	00	10		158
5	000	2	00	11		123
5	000	2	00	12		161
5	000	2	00	13		120
5	000	2	00	14		130
5	000	2	00	15		138
5	000	2	00	16		141
5	000	2	00	17		107
5	000	2	00	18		116
5	000	2	00	19		104
5	000	2	00	20		505
5	000	2	00	21		123
5	000	2	00	22		155
5	000	2	00	23		116
5	000	2	00	24		91
5	000	2	00	25		130
5	000	2	00	26		130
5	000	2	00	27		138
5	000	2	00	28		102
5	000	2	00	29		189
5	000	2	00	30		176
5	011	2	10	31		77
6	000	2	00	0		149
6	000	2	00	1		129
6	000	2	00	2		104
6	000	2	00	3		121
6	000	2	00	4		148
6	000	2	00	5		92
6	000	2	00	6		155
6	000	2	00	7		98
6	000	2	00	8		87
6	000	2	00	9		116
6	000	2	00	10		526
6	000	2	00	11		116
6	000	2	00	12		152
6	000	2	00	13		108
6	000	2	00	14		115
6	000	2	00	15		122
6	000	2	00	16		134
6	000	2	00	17		503
6	000	2	00	18		111
6	000	2	00	19		102
6	000	2	00	20		107
6	000	2	00	21		110
6	000	2	00	22		138
6	000	2	00	23		102
6	000	2	00	24		90
6	000	2	00	25		124
6	000	2	00	26		128
6	000	2	00	27		134
6	000	2	00	28		100
6	000	2	00	29		188
6	000	2	00	30		174
6	011	2	10	31		75
7	000	2	00	0		156
7	000	2	00	1		139
7	000	2	00	2		110
7	000	2	00	3		126
7	000	2	00	4		160
7	000	2	00	5		104
7	000	2	00	6		170
7	000	2	00	7		108
7	000	2	00	8		107
7	000	2	00	9		137
7	000	2	00	10		166
7	000	2	00	11		129
7	000	2	00	12		174
7	000	2	00	13		131
7	000	2	00	14		138
7	000	2	00	15		146
7	000	2	00	16		151
7	000	2	00	17		116
7	000	2	00	18		125
7	000	2	00	19		114
7	000	2	00	20		507
7	000	2	00	21		132
7	000	2	00	22		155
7	000	2	00	23		122
7	000	2	00	24		98
7	000	2	00	25		136
7	000	2	00	26		133
7	000	2	00	27		141
7	000	2	00	28		104
7	000	2	00	29		191
7	000	2	00	30		181
7	011	2	10	31		81
8	000	2	00	0		152
8	000	2	00	1		137
8	000	2	00	2		112
8	000	2	00	3		126
8	000	2	00	4		150
8	000	2	00	5		102
8	000	2	00	6		163
8	000	2	00	7		99
8	000	2	00	8		92
8	000	2	00	9		111
8	000	2	00	10		157
8	000	2	00	11		114
8	000	2	00	12		153
8	000	2	00	13		116
8	000	2	00	14		120
8	000	2	00	15		128
8	000	2	00	16		140
