# Acquisition started at 12/08/2022 - 16:32:19 
#
#******************************************* 
#
#Event	Ev.Type	ASIC	Ch.Type	Channel		Energy (ADC)
0	011	2	11	0		0
1	011	2	10	5		501
2	011	2	10	1		637
3	011	2	10	10		542
4	011	2	11	0		0
5	011	2	10	2		497
6	011	2	10	25		503
7	011	2	10	4		573
8	011	2	10	17		562
9	011	2	10	4		544
10	011	2	10	4		630
11	011	2	10	20		560
12	011	2	10	4		539
13	011	2	10	31		535
14	011	2	10	22		567
15	011	2	10	14		567
16	011	2	10	7		495
17	011	2	10	10		586
18	011	2	10	21		581
19	011	2	10	21		472
20	011	2	10	2		460
21	011	2	11	0		0
22	011	2	10	27		561
23	011	2	10	24		493
24	011	2	10	12		541
25	011	2	10	7		459
26	011	2	10	16		634
27	011	2	10	4		635
28	011	2	10	31		579
29	011	2	10	27		601
30	011	2	10	28		537
31	011	2	10	2		532
32	011	2	10	27		549
33	011	2	10	29		554
34	011	2	10	1		537
35	011	2	10	25		528
36	011	2	10	20		486
37	000	2	00	8		551
37	011	2	10	9		674
38	011	2	10	24		613
39	011	2	10	26		559
40	011	2	10	21		550
41	011	2	10	17		498
42	011	2	10	26		521
43	011	2	10	22		692
44	011	2	10	27		516
45	011	2	10	0		493
46	011	2	10	4		540
47	011	2	10	30		554
48	011	2	10	31		550
49	011	2	10	23		512
50	011	2	10	18		490
51	011	2	10	6		655
52	011	2	10	8		569
53	011	2	10	26		525
54	011	2	10	3		473
55	011	2	10	11		590
56	011	2	10	17		505
57	011	2	10	0		552
58	011	2	10	1		583
59	011	2	10	7		518
60	011	2	10	9		513
61	011	2	10	27		533
62	011	2	10	13		485
63	011	2	10	27		539
64	011	2	10	18		532
65	011	2	10	11		459
66	011	2	10	21		554
67	011	2	10	22		500
68	011	2	10	15		541
69	011	2	10	27		514
70	011	2	10	4		577
71	011	2	10	25		488
72	011	2	10	30		606
73	011	2	10	14		507
74	011	2	10	28		462
75	011	2	10	29		498
76	011	2	10	11		470
77	011	2	10	29		537
78	011	2	10	2		630
79	011	2	10	0		567
80	011	2	10	17		464
81	011	2	10	3		495
82	000	2	00	16		476
82	011	2	10	17		518
83	011	2	10	12		490
84	011	2	10	30		712
85	011	2	10	6		487
86	011	2	10	18		518
87	011	2	10	21		503
88	011	2	10	17		454
