# Acquisition started at 11/08/2022 - 14:35:52 
#
#******************************************* 
#
#Event	Ev.Type	ASIC	Ch.Type	Channel		Energy (ADC)
0	011	2	11	0		0
1	011	2	11	0		0
2	011	2	11	0		0
3	011	2	11	0		0
4	011	2	11	0		0
5	011	2	11	0		0
6	011	2	11	0		0
7	011	2	11	0		0
8	011	2	11	0		0
9	011	2	11	0		0
10	011	2	11	0		0
11	011	2	11	0		0
12	011	2	11	0		0
13	011	2	11	0		0
14	011	2	11	0		0
15	011	2	11	0		0
16	011	2	11	0		0
17	011	2	11	0		0
18	011	2	11	0		0
19	011	2	11	0		0
20	011	2	11	0		0
21	011	2	11	0		0
22	011	2	11	0		0
23	011	2	11	0		0
24	011	2	11	0		0
25	011	2	11	0		0
26	011	2	11	0		0
27	011	2	11	0		0
28	011	2	11	0		0
29	011	2	11	0		0
30	011	2	11	0		0
31	011	2	11	0		0
32	011	2	11	0		0
33	011	2	11	0		0
34	011	2	11	0		0
35	011	2	11	0		0
36	011	2	11	0		0
37	011	2	11	0		0
38	011	2	11	0		0
39	011	2	11	0		0
40	011	2	11	0		0
41	011	2	11	0		0
42	011	2	11	0		0
43	011	2	11	0		0
44	011	2	11	0		0
45	011	2	11	0		0
46	011	2	11	0		0
47	011	2	11	0		0
48	011	2	11	0		0
49	011	2	11	0		0
50	011	2	11	0		0
51	011	2	11	0		0
52	011	2	11	0		0
53	011	2	11	0		0
54	011	2	11	0		0
55	011	2	11	0		0
56	011	2	11	0		0
57	011	2	11	0		0
58	011	2	11	0		0
59	011	2	11	0		0
60	011	2	11	0		0
61	011	2	11	0		0
62	011	2	11	0		0
63	011	2	11	0		0
64	011	2	11	0		0
65	011	2	11	0		0
66	011	2	11	0		0
67	011	2	11	0		0
68	011	2	11	0		0
69	011	2	11	0		0
70	011	2	11	0		0
71	011	2	11	0		0
72	011	2	11	0		0
73	011	2	11	0		0
74	011	2	11	0		0
75	011	2	11	0		0
76	011	2	11	0		0
77	011	2	11	0		0
78	011	2	11	0		0
79	011	2	11	0		0
80	011	2	11	0		0
81	011	2	11	0		0
82	011	2	11	0		0
83	011	2	11	0		0
84	011	2	11	0		0
85	011	2	11	0		0
86	011	2	11	0		0
87	011	2	11	0		0
88	011	2	11	0		0
89	011	2	11	0		0
90	011	2	11	0		0
91	011	2	11	0		0
92	011	2	11	0		0
93	011	2	11	0		0
94	011	2	10	14		838
95	011	2	11	0		0
96	011	2	11	0		0
97	011	2	11	0		0
98	011	2	11	0		0
99	011	2	11	0		0
100	011	2	11	0		0
101	011	2	11	0		0
102	011	2	11	0		0
103	011	2	11	0		0
104	011	2	11	0		0
105	011	2	11	0		0
106	011	2	11	0		0
107	011	2	11	0		0
108	011	2	11	0		0
109	011	2	11	0		0
110	011	2	11	0		0
111	011	2	11	0		0
112	011	2	11	0		0
113	011	2	11	0		0
114	011	2	11	0		0
115	011	2	11	0		0
116	011	2	11	0		0
117	011	2	11	0		0
118	011	2	11	0		0
119	011	2	11	0		0
120	011	2	11	0		0
121	011	2	11	0		0
122	011	2	11	0		0
123	011	2	11	0		0
124	011	2	11	0		0
125	011	2	11	0		0
126	011	2	11	0		0
127	011	2	11	0		0
128	011	2	11	0		0
129	011	2	11	0		0
130	011	2	11	0		0
131	011	2	11	0		0
132	011	2	11	0		0
133	011	2	11	0		0
134	011	2	11	0		0
135	011	2	11	0		0
136	011	2	11	0		0
137	011	2	11	0		0
138	011	2	11	0		0
139	011	2	11	0		0
140	011	2	11	0		0
141	011	2	11	0		0
142	011	2	11	0		0
143	011	2	11	0		0
144	011	2	11	0		0
145	011	2	11	0		0
146	011	2	11	0		0
147	011	2	11	0		0
148	011	2	11	0		0
149	011	2	11	0		0
150	011	2	11	0		0
151	011	2	11	0		0
152	011	2	11	0		0
153	011	2	11	0		0
154	011	2	11	0		0
155	011	2	11	0		0
156	011	2	11	0		0
157	011	2	11	0		0
158	011	2	11	0		0
159	011	2	11	0		0
160	011	2	11	0		0
161	011	2	11	0		0
162	011	2	11	0		0
163	011	2	11	0		0
164	011	2	11	0		0
165	011	2	11	0		0
166	011	2	11	0		0
167	011	2	11	0		0
168	011	2	11	0		0
169	011	2	11	0		0
170	011	2	11	0		0
171	011	2	11	0		0
172	011	2	11	0		0
173	011	2	11	0		0
174	011	2	11	0		0
175	011	2	11	0		0
176	011	2	11	0		0
177	011	2	11	0		0
178	011	2	11	0		0
179	011	2	11	0		0
180	011	2	11	0		0
181	011	2	11	0		0
182	011	2	11	0		0
183	011	2	11	0		0
184	011	2	11	0		0
185	011	2	11	0		0
186	011	2	11	0		0
187	011	2	11	0		0
188	011	2	11	0		0
189	011	2	11	0		0
190	011	2	11	0		0
191	011	2	11	0		0
192	011	2	11	0		0
193	011	2	11	0		0
194	011	2	11	0		0
195	011	2	11	0		0
196	011	2	11	0		0
197	011	2	10	22		822
198	011	2	11	0		0
199	011	2	11	0		0
200	011	2	11	0		0
201	011	2	11	0		0
202	011	2	11	0		0
203	011	2	11	0		0
204	011	2	11	0		0
205	011	2	11	0		0
206	011	2	11	0		0
207	011	2	11	0		0
208	011	2	11	0		0
209	011	2	11	0		0
210	011	2	11	0		0
211	011	2	11	0		0
212	011	2	11	0		0
213	011	2	11	0		0
214	011	2	11	0		0
215	011	2	11	0		0
216	011	2	11	0		0
217	011	2	11	0		0
218	011	2	11	0		0
219	011	2	11	0		0
220	011	2	11	0		0
221	011	2	11	0		0
222	011	2	11	0		0
223	011	2	11	0		0
224	011	2	11	0		0
225	011	2	11	0		0
226	011	2	11	0		0
227	011	2	11	0		0
228	011	2	11	0		0
229	011	2	11	0		0
230	011	2	11	0		0
231	011	2	11	0		0
232	011	2	11	0		0
233	011	2	11	0		0
234	011	2	11	0		0
235	011	2	11	0		0
236	011	2	11	0		0
237	011	2	11	0		0
238	011	2	11	0		0
239	011	2	11	0		0
240	011	2	11	0		0
241	011	2	11	0		0
242	011	2	11	0		0
243	011	2	11	0		0
244	011	2	11	0		0
245	011	2	11	0		0
246	011	2	11	0		0
247	011	2	11	0		0
248	011	2	11	0		0
249	011	2	11	0		0
250	011	2	11	0		0
251	011	2	11	0		0
252	011	2	11	0		0
253	011	2	11	0		0
254	011	2	11	0		0
255	011	2	11	0		0
256	011	2	11	0		0
257	011	2	11	0		0
258	011	2	11	0		0
259	011	2	11	0		0
260	011	2	11	0		0
261	011	2	11	0		0
262	011	2	11	0		0
263	011	2	11	0		0
264	011	2	11	0		0
265	011	2	11	0		0
266	011	2	11	0		0
267	011	2	11	0		0
268	011	2	11	0		0
269	011	2	11	0		0
270	011	2	11	0		0
271	011	2	11	0		0
272	011	2	11	0		0
273	011	2	11	0		0
274	011	2	11	0		0
275	011	2	11	0		0
276	011	2	11	0		0
277	011	2	11	0		0
278	011	2	11	0		0
279	011	2	11	0		0
280	011	2	11	0		0
281	011	2	11	0		0
282	011	2	11	0		0
283	011	2	11	0		0
284	011	2	11	0		0
285	011	2	11	0		0
286	011	2	11	0		0
287	011	2	11	0		0
288	011	2	11	0		0
289	011	2	11	0		0
290	011	2	11	0		0
291	011	2	11	0		0
292	011	2	11	0		0
293	011	2	11	0		0
294	011	2	11	0		0
295	011	2	11	0		0
296	011	2	11	0		0
297	011	2	11	0		0
298	011	2	11	0		0
299	011	2	11	0		0
300	011	2	11	0		0
301	011	2	11	0		0
302	011	2	11	0		0
303	011	2	11	0		0
304	011	2	11	0		0
305	011	2	11	0		0
306	011	2	11	0		0
307	011	2	11	0		0
308	011	2	11	0		0
309	011	2	11	0		0
310	011	2	11	0		0
311	011	2	11	0		0
312	011	2	11	0		0
313	011	2	11	0		0
314	011	2	11	0		0
315	011	2	11	0		0
316	011	2	11	0		0
317	011	2	11	0		0
318	011	2	11	0		0
319	011	2	11	0		0
320	011	2	11	0		0
321	011	2	11	0		0
322	011	2	11	0		0
323	011	2	11	0		0
324	011	2	11	0		0
325	011	2	11	0		0
326	011	2	11	0		0
327	011	2	11	0		0
328	011	2	11	0		0
329	011	2	11	0		0
330	011	2	11	0		0
331	011	2	11	0		0
332	011	2	11	0		0
333	011	2	11	0		0
334	011	2	11	0		0
335	011	2	11	0		0
336	011	2	11	0		0
337	011	2	11	0		0
338	011	2	11	0		0
339	011	2	11	0		0
340	011	2	11	0		0
341	011	2	11	0		0
342	011	2	11	0		0
343	011	2	11	0		0
344	011	2	11	0		0
345	011	2	11	0		0
346	011	2	11	0		0
347	011	2	11	0		0
348	011	2	11	0		0
349	011	2	11	0		0
350	011	2	11	0		0
351	011	2	11	0		0
352	011	2	11	0		0
353	011	2	11	0		0
354	011	2	11	0		0
355	011	2	11	0		0
356	011	2	11	0		0
357	011	2	11	0		0
358	011	2	11	0		0
359	011	2	11	0		0
360	011	2	11	0		0
361	011	2	11	0		0
362	011	2	11	0		0
