ch	pt	tc	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	  0	 127.78	 2.956	128.0	  0	 127.78	 2.956	 100
 0	 0	  1	 122.70	 2.545	123.0	  0	 122.70	 2.545	 100
 0	 0	  2	 128.67	 2.671	129.0	 10	 129.18	 2.003	 100
 0	 0	  3	 151.62	 3.028	152.0	  0	 151.62	 3.028	 100
 0	 0	  4	 202.26	 3.237	202.0	  1	 202.35	 3.115	 100
 0	 0	  5	 275.42	 4.409	275.0	  0	 275.42	 4.409	 100
 0	 0	  6	 379.61	 4.348	379.0	  0	 379.61	 4.348	 100
 0	 0	  7	 491.18	 4.646	490.5	  1	 491.36	 4.289	 100
 0	 0	  8	 588.78	 4.242	589.0	  0	 588.78	 4.242	 100
 0	 0	  9	 670.51	 4.265	670.0	  0	 670.51	 4.265	 100
 0	 0	 10	 727.33	 4.662	727.0	  0	 727.33	 4.662	 100
 0	 0	 11	 761.36	 5.465	762.0	  0	 761.36	 5.465	 100
 0	 0	 12	 776.95	 4.441	777.0	  0	 776.95	 4.441	 100
 0	 0	 13	 778.14	 4.847	778.5	  0	 778.14	 4.847	 100
 0	 0	 14	 765.76	 4.422	765.0	  0	 765.76	 4.422	 100
 0	 0	 15	 747.47	 4.694	747.5	  1	 747.60	 4.544	 100
 0	 0	 16	 717.90	 5.070	718.0	  0	 717.90	 5.070	 100
 0	 0	 17	 677.06	 4.505	677.0	  0	 677.06	 4.505	 100
 0	 0	 18	 653.81	 3.653	654.0	  0	 653.81	 3.653	 100
 0	 0	 19	 640.28	 4.185	641.0	  0	 640.28	 4.185	 100
 0	 0	 20	 628.02	 4.714	629.0	  1	 628.15	 4.550	 100
 0	 0	 21	 606.59	 4.080	607.0	  0	 606.59	 4.080	 100
 0	 0	 22	 590.18	 3.983	590.0	  0	 590.18	 3.983	 100
 0	 0	 23	 578.21	 3.201	578.0	  1	 578.12	 3.091	 100
 0	 0	 24	 560.43	 3.702	561.0	  0	 560.43	 3.702	 100
 0	 0	 25	 541.15	 3.973	541.0	  0	 541.15	 3.973	 100
 0	 0	 26	 521.37	 3.521	522.0	  2	 521.40	 3.181	 100
 0	 0	 27	 497.80	 3.890	498.0	  3	 497.68	 3.487	 100
 0	 0	 28	 478.16	 3.992	478.0	  0	 478.16	 3.992	 100
 0	 0	 29	 455.29	 3.340	456.0	  1	 455.19	 3.209	 100
 0	 0	 30	 430.97	 3.762	430.0	  0	 430.97	 3.762	 100
 0	 0	 31	 411.48	 3.329	412.0	  1	 411.57	 3.233	 100
 0	 0	 32	 391.52	 2.699	392.0	  0	 391.52	 2.699	 100
 0	 0	 33	 372.25	 2.422	372.0	  7	 372.22	 2.048	 100
 0	 0	 34	 354.03	 2.862	354.0	  0	 354.03	 2.862	 100
 0	 0	 35	 336.68	 2.849	337.0	  1	 336.79	 2.651	 100
 0	 0	 36	 322.18	 2.679	322.0	  0	 322.18	 2.679	 100
 0	 0	 37	 308.07	 2.941	308.0	  0	 308.07	 2.941	 100
 0	 0	 38	 292.95	 2.676	293.0	  0	 292.95	 2.676	 100
 0	 0	 39	 282.21	 2.656	282.0	  0	 282.21	 2.656	 100
 0	 0	 40	 271.61	 2.562	272.0	  0	 271.61	 2.562	 100
 0	 0	 41	 259.07	 2.463	259.0	  0	 259.07	 2.463	 100
 0	 0	 42	 249.56	 2.337	250.0	  8	 249.61	 1.821	 100
 0	 0	 43	 240.05	 2.062	240.0	  3	 239.99	 1.868	 100
 0	 0	 44	 231.41	 1.810	232.0	  2	 231.50	 1.713	 100
 0	 0	 45	 223.69	 2.034	224.0	  0	 223.69	 2.034	 100
 0	 0	 46	 215.81	 1.727	216.0	  0	 215.81	 1.727	 100
 0	 0	 47	 208.93	 1.719	209.0	  1	 208.88	 1.649	 100
 0	 0	 48	 202.88	 1.701	203.0	  0	 202.88	 1.701	 100
