ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203
 6	 7	 161.50	   4.77	 162.0	   4	 161.52	  4.68	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   1	   4	   4	   4	  15	  24	  31	  29	  38	  69	  55	  11	 115	  63	 131	  46	  86	  92	  48	  30	  31	  24	  25	   7	   6	   4	   3	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 0	  97.78	  13.29	  98.0	  32	  97.72	 11.19	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   2	   0	   1	   1	   0	   2	   2	   3	   2	   0	   1	   3	   2	   2	   2	   8	   4	   5	  11	  14	   7	  11	   9	  15	   4	  12	  26	  20	  22	  15	  16	  33	  25	  20	  45	  37	  15	  46	  31	  41	  22	  51	  45	  33	  18	  39	  33	  37	  20	  18	  20	  12	   7	  15	  15	  16	   6	   8	   9	   7	   9	   3	   2	   4	   1	   1	   2	   4	   1	   1	   5	   1	   1	   1	   4	   2	   0	   1	   1	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 1	  98.26	   8.62	  99.0	  16	  98.65	  7.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   2	   0	   1	   0	   2	   3	   2	   2	   4	   4	   0	  13	   4	  11	   4	   7	  19	   8	   8	  25	  18	  30	  24	  18	  46	  36	  19	  52	  58	  59	  38	  61	  82	  38	  32	  51	  40	  42	  20	   9	  26	  19	  11	   7	   8	  10	   3	   5	   6	   4	   3	   1	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 2	  97.61	   6.72	  98.0	  17	  97.86	  6.12	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   1	   2	   3	   1	   0	   1	   0	   4	   4	   7	   2	   5	  16	  15	  14	  10	  12	  43	  22	  26	  52	  57	  34	  59	  68	  79	  33	  61	  96	  58	  24	  58	  35	  27	  18	   9	  19	  12	   2	   2	   0	   4	   0	   0	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 3	  97.56	   5.72	  98.0	   7	  97.66	  5.50	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   0	   0	   3	   2	   2	   1	   3	  12	  14	  15	  12	  16	  45	  23	  31	  49	  50	  29	  80	  65	  90	  42	  91	  80	  65	  26	  47	  33	  35	  15	   7	   8	   3	   1	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 4	  97.51	   5.11	  98.0	  14	  97.73	  4.77	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   1	   3	   1	   1	   6	   9	   7	  10	  13	  11	  24	  28	  26	  60	  62	  32	  89	  72	 117	  58	  67	  99	  71	  19	  33	  27	  26	  14	   8	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 5	  97.83	   3.95	  98.0	   0	  97.83	  3.95	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   5	   6	  10	  23	  16	  30	  55	  68	  35	  91	  86	 141	  68	  81	 116	  65	  33	  36	  18	   7	   5	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 6	  97.49	   3.85	  98.0	  27	  97.68	  3.54	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   3	   0	   6	  11	  18	  28	  25	  83	  63	  27	 108	  87	 143	  60	 105	  97	  57	  18	  35	  12	   7	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 7	 7	  97.64	   3.59	  98.0	  15	  97.69	  3.40	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   3	   4	  21	  23	  21	  60	  61	  43	 123	 108	 142	  73	  96	  93	  52	  19	  27	  16	   7	   3	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 0	  94.05	  23.19	  96.0	  15	  94.45	 21.47	1000   0	   0	   0	   0	   0	   2	   0	   0	   1	   0	   0	   1	   1	   0	   1	   0	   2	   0	   1	   2	   0	   1	   0	   0	   1	   0	   1	   2	   4	   3	   0	   5	   2	   2	   4	   5	   2	   1	   1	   2	   8	   1	   5	   3	   5	   1	   2	   3	   4	   7	   2	   4	   6	  13	   7	   6	   8	   9	   4	  12	  13	  13	   8	   6	  21	   8	   4	  11	  19	  28	   4	  16	  14	  16	   8	  17	  13	  20	  18	  14	  32	  20	  11	  29	  29	  34	   8	  20	  29	  23	   5	  26	  21	  17	  16	  11	  25	  15	   8	  14	  10	  16	   8	   4	  15	   8	   6	   7	   8	   5	   3	  10	   6	   5	   3	   4	   2	   6	   6	   4	   6	   3	   1	   0	   2	   2	   3	   0	   3	   4	   0	   2	   1	   1	   0	   3	   1	   2	   3	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1
 8	 1	  94.29	  17.48	  96.0	  18	  95.13	 16.15	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   1	   0	   1	   3	   0	   0	   0	   2	   1	   0	   4	   1	   2	   5	   2	   1	   1	   4	  10	   2	   4	   8	   2	   1	   5	   9	   3	   4	   6	   8	   7	   4	   2	   7	   7	   6	  12	   7	  10	   3	  28	  10	  13	  17	  19	  16	  24	  16	  15	  28	  35	  17	  20	  30	  28	  13	  27	  29	  36	  14	  28	  32	  25	   3	  29	  27	  35	  18	  18	  23	  17	  14	  11	  14	   9	   8	  12	   6	   7	   8	   5	  10	   8	   6	   4	   7	   3	   2	   2	   1	   5	   0	   1	   2	   0	   0	   0	   3	   2	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 2	  93.08	  14.15	  95.0	  13	  93.66	 13.29	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   1	   0	   1	   0	   0	   1	   1	   0	   5	   2	   0	   2	   2	   3	   2	   0	   3	   5	   3	   2	   2	   5	  10	   2	   5	   3	   6	   6	   8	   8	  13	  13	   8	  25	  12	   4	  13	  12	  19	  11	  24	  23	  23	  19	  17	  14	  35	  27	  17	  35	  38	  19	  29	  29	  53	  16	  36	  49	  30	  17	  33	  19	  27	  21	  14	  22	  12	  14	  10	   6	  12	   4	   8	   6	   4	   2	   3	   5	   3	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 3	  93.10	  12.11	  95.0	  10	  93.49	 11.51	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   1	   3	   1	   1	   2	   0	   0	   2	   2	   2	   1	   3	   3	   6	   6	   4	  11	   4	   2	   3	   6	  16	   8	   8	  18	  11	   6	  16	  12	  21	  14	  21	  32	  27	  21	  24	  24	  26	  24	  21	  39	  40	  14	  49	  40	  54	  23	  48	  32	  29	  20	  29	  26	  35	  11	   7	  27	  14	   6	  11	   6	  12	   3	   3	   4	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 4	  92.94	  10.88	  94.0	  13	  93.41	 10.16	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   1	   0	   1	   0	   2	   2	   0	   2	   3	   1	   2	   0	   4	   4	   4	   6	   5	   1	   4	   4	  15	   8	   7	  19	   9	   6	  10	  17	  24	  12	  26	  28	  23	  32	  18	  27	  46	  25	  25	  49	  36	  17	  56	  43	  48	  22	  39	  44	  41	  14	  41	  28	  19	  12	  13	  17	  14	   8	   5	   3	   3	   1	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 5	  93.09	   8.47	  94.0	   2	  93.14	  8.40	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   2	   0	   6	   3	   6	   6	  10	   6	   5	  10	   7	   9	  19	  12	  16	  17	  20	  27	  31	  28	  23	  42	  47	  35	  29	  59	  43	  21	  65	  46	  61	  35	  49	  58	  31	  21	  32	  18	  17	  13	   5	   5	   1	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 6	  92.94	   7.58	  93.0	   4	  93.03	  7.43	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   1	   1	   4	   5	   5	   4	  10	   7	   7	  15	  13	  26	  11	  27	  36	  28	  32	  34	  33	  53	  35	  41	  74	  44	  37	  61	  40	  65	  36	  50	  49	  30	  11	  27	  15	  17	   3	   2	   5	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 8	 7	  92.89	   6.65	  93.0	   0	  92.89	  6.65	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   3	   4	   1	   7	   9	   5	   9	   4	  22	  12	  30	  33	  42	  32	  34	  36	  75	  55	  46	  61	  60	  38	  71	  44	  73	  18	  50	  40	  27	   8	  21	  11	   8	   0	   4	   3	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 0	 119.42	  24.33	 122.0	  22	 120.40	 21.84	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   1	   1	   1	   0	   2	   0	   1	   0	   2	   1	   1	   0	   0	   1	   2	   1	   0	   1	   2	   2	   1	   1	   1	   2	   2	   2	   2	   3	   2	   1	   1	   4	   7	   3	   2	   2	   2	   4	   5	   6	   0	   3	   3	   7	   5	   3	   8	   7	   8	   8	   7	   2	   2	   8	  13	  11	   5	  12	  12	   9	   8	  16	  14	  17	  11	   7	  16	  15	  10	   8	  18	  18	  18	  17	  21	  18	  19	  11	  19	  28	  26	  22	  31	  18	   5	  17	  20	  35	  15	  23	  22	  15	   8	  19	   5	  17	  10	  10	  12	  11	   6	  18	   9	   7	   3	   5	   6	   7	   5	   6	   9	   4	   7	   2	   2	   6	   2	   2	   1	   4	   1	   2	   1	   3	   0	   3	   1	   4	   0	   0	   2	   0	   1	   1	   1	   2	   2	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2
 9	 1	 119.97	  18.65	 122.0	  20	 121.13	 16.92	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   2	   0	   1	   0	   1	   0	   1	   1	   4	   0	   1	   2	   1	   1	   2	   0	   0	   2	   2	   2	   5	   0	   6	   4	   2	   4	   4	   3	   3	   5	   3	   6	   4	   7	   1	   5	   5	   4	   5	   9	  12	   7	   3	   8	   6	   7	  16	  15	  17	  12	   5	  22	  22	  12	  13	  16	  30	  15	  17	  31	  25	  23	  20	  27	  27	  24	  26	  26	  22	   3	  33	  29	  38	  12	  27	  19	  22	  16	  23	  15	  18	  10	   9	  13	   9	   3	  16	  10	   9	   1	   4	   5	   5	   6	   4	   1	   4	   1	   0	   4	   5	   0	   3	   0	   1	   0	   1	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 2	 118.91	  15.26	 121.0	  20	 119.85	 13.88	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   3	   3	   0	   1	   2	   4	   0	   2	   2	   1	   2	   2	   8	   1	   1	   1	   5	   4	   6	   3	   9	   6	   6	   7	   8	  11	   5	  14	  17	   9	   7	  12	  14	  13	  15	  11	  25	  20	  13	  16	  15	  20	  16	  29	  30	  28	  26	  12	  33	  42	  28	  18	  42	  38	  13	  26	  33	  40	  14	  29	  29	  19	  19	  18	  13	  15	   9	   7	   5	   4	   6	   5	   9	   3	   2	   2	   2	   2	   2	   0	   0	   0	   1	   0	   2	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
 9	 3	 118.62	  13.36	 121.0	   9	 119.03	 12.69	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   2	   2	   2	   1	   0	   1	   0	   0	   0	   2	   1	   1	   3	   2	   8	   4	   1	   4	   2	   4	   2	   9	   3	   2	   9	  10	   7	   6	  10	  10	   5	   8	  14	  18	  23	  17	  16	  23	  17	  18	  16	  20	  26	  11	  38	  32	  35	  26	  21	  33	  42	  35	  22	  49	  39	  15	  22	  32	  38	  21	  14	  35	  29	  12	  17	   8	  11	   9	   4	   6	   2	   2	   4	   3	   1	   0	   0	   0	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
