ch	pt	mean	 std	median	outliers	mean_w/o_out	 std_w/o_out	    samples	 #13	 #14	 #15	 #16	 #17	 #18	 #19	 #20	 #21	 #22	 #23	 #24	 #25	 #26	 #27	 #28	 #29	 #30	 #31	 #32	 #33	 #34	 #35	 #36	 #37	 #38	 #39	 #40	 #41	 #42	 #43	 #44	 #45	 #46	 #47	 #48	 #49	 #50	 #51	 #52	 #53	 #54	 #55	 #56	 #57	 #58	 #59	 #60	 #61	 #62	 #63	 #64	 #65	 #66	 #67	 #68	 #69	 #70	 #71	 #72	 #73	 #74	 #75	 #76	 #77	 #78	 #79	 #80	 #81	 #82	 #83	 #84	 #85	 #86	 #87	 #88	 #89	 #90	 #91	 #92	 #93	 #94	 #95	 #96	 #97	 #98	 #99	#100	#101	#102	#103	#104	#105	#106	#107	#108	#109	#110	#111	#112	#113	#114	#115	#116	#117	#118	#119	#120	#121	#122	#123	#124	#125	#126	#127	#128	#129	#130	#131	#132	#133	#134	#135	#136	#137	#138	#139	#140	#141	#142	#143	#144	#145	#146	#147	#148	#149	#150	#151	#152	#153	#154	#155	#156	#157	#158	#159	#160	#161	#162	#163	#164	#165	#166	#167	#168	#169	#170	#171	#172	#173	#174	#175	#176	#177	#178	#179	#180	#181	#182	#183	#184	#185	#186	#187	#188	#189	#190	#191	#192	#193	#194	#195	#196	#197	#198	#199	#200	#201	#202	#203
17	 4	 106.99	  13.25	 109.0	  17	 107.66	 12.32	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   1	   3	   3	   1	   1	   2	   3	   2	   1	   1	   1	   3	   1	   8	   4	   9	   1	   6	  13	   9	   6	   7	  15	  17	  12	  11	  25	  17	   4	  18	  15	  27	   8	  27	  27	  31	  17	  24	  28	  27	  26	  24	  50	  31	  17	  33	  35	  42	  18	  30	  43	  26	  26	  14	  21	  26	  14	   4	  14	  19	   6	   8	   5	  10	   7	   6	   2	   2	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 5	 106.96	   9.97	 108.0	   0	 106.96	  9.97	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   4	   0	   2	   4	   5	   2	   2	   7	   6	   7	   9	   9	   9	  13	  10	  28	  10	  13	  15	  14	  28	  14	  25	  38	  30	  24	  34	  38	  37	  41	  26	  51	  41	  43	  34	  40	  42	  27	  41	  37	  32	  25	  18	  13	  19	  11	   4	  10	   1	   0	   2	   0	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 6	 106.81	   8.69	 107.0	   5	 106.95	  8.47	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   2	   1	   1	   1	   1	   1	   1	   4	   9	   2	   4	   4	  12	   9	   6	  11	  19	  10	  17	  24	  30	  18	  43	  43	  32	  20	  48	  37	  60	  40	  26	  59	  50	  32	  30	  41	  48	  34	  38	  38	  24	  18	  14	  11	  12	   4	   2	   4	   1	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
17	 7	 106.56	   7.51	 107.0	   2	 106.61	  7.43	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   2	   2	   5	   4	   2	   8	   5	   2	  19	  22	   9	  17	  19	  34	  11	  36	  54	  36	  23	  53	  54	  67	  49	  36	  83	  39	  33	  42	  36	  53	  29	  31	  28	  14	  10	   6	   7	  11	   6	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 0	 118.48	  28.25	 119.0	  13	 118.85	 26.37	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   1	   0	   0	   0	   0	   1	   2	   0	   0	   0	   0	   1	   0	   0	   0	   1	   1	   0	   1	   2	   2	   0	   0	   1	   0	   1	   2	   2	   1	   1	   2	   0	   3	   0	   4	   3	   3	   0	   2	   0	   4	   1	   5	   4	   5	   1	   5	   3	   8	   3	   2	   2	   2	   3	   3	   0	   5	   0	  10	   6	   0	   7	   7	  12	   5	   4	   5	  14	  10	   5	  11	  14	  16	   4	   8	   9	  12	  10	  15	   7	  17	  13	  10	  18	  13	   9	  10	   8	  26	  13	  22	  25	  16	  16	  16	  13	  27	  17	   7	  17	  18	  11	  18	  14	  22	   9	  20	  22	  13	   3	  12	  11	  13	   6	   5	  17	   7	   5	  11	  10	  10	   8	  11	  14	   7	   2	   5	   3	   9	   7	   4	   9	   2	   0	   2	   4	   4	   4	   4	   5	   1	   0	   2	   4	   3	   2	   3	   1	   2	   1	   0	   3	   4	   0	   0	   2	   2	   1	   0	   1	   0	   0	   1	   1	   0	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   4
18	 1	 118.60	  21.31	 120.5	  17	 119.46	 19.70	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   1	   1	   1	   0	   0	   0	   2	   0	   0	   2	   1	   2	   0	   0	   0	   2	   4	   1	   2	   4	   2	   2	   8	   4	   6	   3	   2	   6	   2	   1	   5	   7	   2	   2	   4	   4	   5	   9	   6	   4	  10	   7	   2	   8	   5	   9	   3	  13	  15	  14	  11	  11	  16	  12	  12	  11	  25	  18	  11	  18	  17	  28	  11	  13	  26	  22	  19	  21	  15	  27	  19	  16	  29	  28	  10	  17	  32	  25	  11	  21	  21	  21	  11	  15	  15	  16	   9	  11	  14	  11	   2	  16	   7	   4	   6	   4	   7	   5	   9	   6	   7	   3	   2	   2	   2	   3	   0	   3	   5	   2	   1	   3	   0	   0	   1	   0	   1	   1	   1	   0	   1	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 2	 117.75	  17.20	 120.0	  12	 118.39	 16.27	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   1	   1	   1	   3	   1	   1	   3	   4	   0	   3	   1	   3	   0	   5	   1	   2	   3	   3	   5	   5	   4	   1	   7	  10	   4	   6	  10	   3	   3	   7	  16	  11	   8	  18	  11	  15	   5	  13	  14	  23	  18	   9	  25	  12	  14	  17	  18	  29	  10	  23	  34	  22	  27	  24	  28	  35	  19	  19	  27	  28	  10	  22	  26	  31	  21	  15	  34	  21	  10	  18	  14	  17	   7	   7	  12	   6	   1	  10	   7	   7	   3	   3	   3	   2	   4	   1	   0	   3	   1	   2	   1	   0	   0	   1	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 3	 117.40	  14.82	 119.0	   9	 117.85	 14.11	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   1	   1	   2	   1	   0	   0	   1	   0	   0	   2	   1	   0	   1	   0	   2	   0	   7	  11	   0	   5	   4	   3	  10	   6	   4	   9	  10	   3	   4	   9	   6	   8	  13	  16	  11	   6	  19	  19	  24	  18	  12	  29	  11	  17	  26	  28	  26	  12	  27	  36	  20	  18	  22	  28	  51	  32	  17	  36	  39	  10	  25	  28	  30	  18	  23	  20	   9	   6	  16	  18	  17	   7	   9	   8	   5	   2	  12	   0	   3	   3	   1	   3	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 4	 117.53	  13.10	 119.0	   7	 117.85	 12.57	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   3	   0	   1	   3	   2	   2	   1	   0	   3	   2	   2	   1	   2	   9	   2	   4	   4	   5	   6	  12	  12	  12	   8	  12	  11	  13	   8	  14	  12	  26	  13	  15	  25	  24	  15	  20	  35	  31	  17	  28	  46	  23	  27	  24	  31	  40	  33	  14	  50	  29	  10	  30	  35	  47	  10	  24	  24	  17	   6	  15	   9	  12	   8	   3	   7	   3	   0	   2	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 5	 117.62	  10.17	 119.0	   0	 117.62	 10.17	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   2	   2	   6	   2	   0	  11	   3	   1	   6	   6	   7	   4	  14	  14	  18	   8	  16	  19	  14	  18	  10	  22	  31	  24	  25	  31	  31	  26	  42	  46	  37	  28	  30	  34	  69	  39	  33	  45	  33	  18	  29	  28	  39	  13	  17	  22	   9	   3	   7	   2	   3	   0	   0	   2	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 6	 117.51	   8.68	 118.0	   4	 117.62	  8.52	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   2	   1	   1	   4	   4	   0	   5	   2	   6	   5	   5	   6	  10	   9	  17	  11	  25	  14	  21	  36	  30	  19	  30	  32	  60	  23	  40	  50	  48	  44	  30	  46	  69	  39	  27	  56	  32	  16	  33	  21	  24	   8	  14	   7	   8	   3	   3	   0	   2	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
18	 7	 117.24	   7.65	 117.0	   2	 117.29	  7.59	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   1	   0	   6	   4	   2	   2	   6	   9	   8	   3	  10	  11	  23	  29	  16	  41	  22	  23	  37	  41	  58	  24	  57	  74	  42	  44	  57	  34	  59	  42	  30	  52	  34	  12	  18	  19	  25	   5	   9	   3	   3	   1	   1	   1	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 0	 105.64	  27.75	 107.0	  15	 105.95	 25.80	1000   0	   0	   0	   0	   0	   0	   2	   1	   0	   2	   0	   0	   0	   1	   0	   0	   0	   0	   1	   1	   2	   0	   0	   1	   2	   1	   2	   0	   2	   0	   4	   2	   2	   3	   1	   0	   0	   4	   1	   0	   2	   5	   2	   4	   2	   2	   2	   2	  10	   4	   2	   0	   5	   6	   1	   6	   6	   3	   3	   6	   8	   6	   7	   5	  10	   8	   0	   9	   8	  12	   4	  10	  14	  10	   6	  11	   7	  20	   9	   7	  18	  12	   8	  19	  12	  25	  13	  10	  26	  16	   7	  13	  17	  14	  22	  12	  35	  22	  15	  18	  17	  19	  18	  10	  26	  11	  12	   3	  14	  11	  11	   7	  18	   8	   6	   4	  10	  17	   7	   7	  13	  10	   5	   9	   7	   9	   4	   4	   5	   4	   4	   4	   8	   3	   0	   4	   4	   6	   2	   2	   2	   2	   4	   3	   4	   3	   1	   1	   1	   2	   0	   2	   2	   0	   0	   2	   1	   2	   1	   0	   2	   1	   0	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   2
19	 1	 105.71	  21.28	 107.0	  12	 106.37	 20.15	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   1	   3	   0	   0	   0	   1	   1	   1	   1	   2	   0	   2	   2	   1	   1	   1	   2	   3	   3	   5	   1	   6	   1	   3	   2	   6	   1	   7	   6	   1	   4	   5	   4	   5	   5	   5	   7	   3	   2	   8	   5	  10	   4	  11	  12	  12	  11	   7	  10	  17	  11	  10	  20	   9	   5	  25	  14	  20	  11	  17	  25	  11	  13	  23	  23	  27	  30	  15	  36	  21	  15	  16	  22	  26	  13	  15	  23	  20	  19	  12	  26	  21	  13	   7	  23	  11	   4	   6	  13	  12	   6	   2	  16	   6	   3	   5	   8	   6	   2	   3	   8	   7	   2	   4	   2	   3	   0	   3	   7	   1	   1	   0	   0	   2	   0	   2	   0	   2	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 2	 104.47	  17.06	 106.0	   8	 104.90	 16.45	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   1	   0	   1	   3	   3	   0	   2	   5	   1	   0	   1	   4	   5	   1	   5	   6	   3	   0	   4	   2	   5	   4	   3	   7	   7	   4	  11	   6	  11	   4	  10	  14	  12	  12	  16	  12	  18	  12	  12	  14	  14	   4	  10	  22	  28	  18	  23	  29	  21	  16	  22	  27	  31	  30	  11	  29	  30	  19	  26	  25	  31	  17	  27	  38	  21	  11	  17	  14	  25	  16	   9	  12	  10	   6	   6	   8	   9	   3	   8	   3	   6	   0	   4	   5	   6	   1	   1	   1	   0	   0	   1	   1	   1	   0	   1	   0	   1	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 3	 104.36	  14.74	 106.0	   8	 104.75	 14.11	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   1	   0	   1	   2	   1	   1	   0	   0	   1	   0	   1	   0	   1	   0	   2	   1	   3	   2	   1	   4	   7	   6	   5	   4	   9	   4	   5	   6	   7	  11	   5	   6	  13	  13	   9	   6	  15	  24	  13	  15	  20	  15	   5	  25	  17	  29	  16	  18	  30	  33	  16	  34	  25	  35	  24	  18	  36	  28	  27	  17	  30	  40	  17	  25	  36	  25	  12	  17	  22	  14	  11	   6	  19	   9	   4	   7	   3	  12	   2	   2	   4	   6	   2	   0	   0	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 4	 104.44	  13.04	 106.0	  15	 105.05	 12.13	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   0	   0	   0	   1	   0	   0	   0	   0	   1	   4	   1	   0	   0	   2	   1	   3	   2	   2	   3	   2	   0	   1	   7	   5	   3	   5	   4	  12	   5	  13	  11	  11	   9	  12	   8	  23	  13	  15	  19	  15	   8	  15	  26	  35	  18	  21	  30	  27	  12	  33	  30	  49	  32	  20	  49	  39	  13	  25	  43	  44	  18	  26	  40	  20	  15	  12	  13	  11	  17	   8	  10	   3	   1	   6	   2	   6	   4	   3	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 5	 104.51	   9.86	 106.0	   1	 104.54	  9.82	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   5	   4	   1	   3	   1	   7	  10	  10	   9	   6	   6	   6	   8	  25	  20	  10	  14	  19	   9	  21	  19	  34	  24	  42	  40	  40	  21	  34	  35	  49	  40	  37	  44	  48	  34	  35	  45	  43	  12	  27	  28	  22	  11	  15	   9	   8	   4	   1	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 6	 104.36	   8.78	 105.0	   6	 104.53	  8.53	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   1	   2	   2	   1	   1	   1	   4	   3	   7	   3	   3	   9	   3	  11	  17	  10	  11	  35	  22	   9	  40	  22	  50	  10	  38	  43	  37	  20	  36	  49	  61	  44	  40	  55	  53	  22	  29	  40	  49	  12	  21	  27	  16	   7	  11	   4	   4	   2	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
19	 7	 104.06	   7.50	 105.0	   2	 104.11	  7.43	1000   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   1	   0	   0	   0	   1	   0	   3	   7	   7	   5	   3	   6	  13	  13	  14	  16	  22	  18	  34	  28	  52	  24	  33	  51	  52	  21	  64	  51	  78	  45	  33	  63	  43	  37	  33	  32	  29	  11	  24	  16	   6	   1	   3	   2	   2	   1	   1	   1	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0	   0
20	 0	 116.78	  29.86	 118.0	  19	 117.43	 27.35	1000   0	   0	   0	   0	   0	   0	   0	   0	   2	   0	   0	   1	   0	   0	   1	   0	   1	   1	   0	   0	   0	   0	   0	   1	   1	   1	   0	   2	   3	   0	   1	   0	   0	   1	   0	   1	   0	   4	   1	   1	   4	   1	   3	   1	   2	   3	   1	   0	   3	   2	   2	   2	   4	   6	   2	   2	   3	   2	   8	   2	   3	   5	   2	   6	   4	   4	   1	   4	   6	   7	   7	   6	   5	   4	   7	   7	   8	   9	   1	   6	  14	  14	   6	  12	  12	  11	   7	   6	  14	  12	   6	  12	  10	  18	   9	   5	  22	  19	   9	  15	  11	  29	  11	  11	  20	  13	  10	  15	  13	  18	  22	  14	  31	  22	   7	  18	  13	  18	  10	  15	  13	  14	   6	  14	   8	  14	   6	   8	  12	   7	   2	  10	   7	  14	   7	   4	   3	   4	   5	   6	  10	   5	   6	   3	   6	   1	   0	   8	   2	   5	   3	   3	   6	   4	   1	   5	   2	   2	   2	   0	   2	   0	   0	   1	   1	   3	   1	   3	   1	   2	   0	   1	   1	   2	   3	   1	   1	   0	   0	   1	   1	   0	   0	   0	   0	   1	   0	   0	   0	   0	   4
