ch	pt	CAL_V	mean	std	median	outliers	mean_w/o_out	std_w/o_out	samples
 0	 0	   10	 130.65	 2.022	130.0	  0	 130.65	 2.022	 100
 0	 0	   20	 142.87	 2.493	143.0	  0	 142.87	 2.493	 100
 0	 0	   30	 155.76	 2.046	155.5	  0	 155.76	 2.046	 100
 0	 0	   40	 169.28	 2.314	169.0	  5	 169.33	 1.948	 100
 0	 0	   50	 183.16	 2.304	183.0	  0	 183.16	 2.304	 100
 0	 0	   60	 196.64	 2.397	197.0	  0	 196.64	 2.397	 100
 0	 0	   70	 208.98	 2.132	209.0	  1	 209.04	 2.055	 100
 0	 0	   80	 221.76	 2.075	222.0	  3	 221.93	 1.867	 100
 0	 0	   90	 234.82	 2.564	235.0	  0	 234.82	 2.564	 100
 0	 0	  100	 247.82	 2.315	248.0	  0	 247.82	 2.315	 100
 0	 0	  200	 359.48	 2.410	359.0	  0	 359.48	 2.410	 100
 0	 0	  300	 441.19	 2.373	441.0	  6	 441.14	 1.887	 100
 0	 0	  400	 495.80	 2.174	496.0	  0	 495.80	 2.174	 100
 0	 0	  500	 536.32	 2.064	536.0	  0	 536.32	 2.064	 100
 0	 0	  600	 569.04	 2.326	569.0	  0	 569.04	 2.326	 100
 0	 0	  700	 595.77	 2.098	596.0	  4	 595.76	 1.879	 100
 0	 0	  800	 620.39	 2.344	621.0	  0	 620.39	 2.344	 100
 0	 0	  900	 642.35	 2.426	642.0	  0	 642.35	 2.426	 100
 0	 0	 1000	 661.94	 2.069	661.5	  0	 661.94	 2.069	 100
 0	 0	 1200	 695.80	 2.156	696.0	  0	 695.80	 2.156	 100
 0	 0	 1400	 725.02	 2.466	725.0	  8	 724.78	 1.971	 100
 0	 0	 1600	 748.89	 2.403	749.0	  0	 748.89	 2.403	 100
 0	 0	 1800	 772.07	 2.587	772.0	  1	 772.17	 2.391	 100
 0	 0	 2000	 791.25	 2.576	791.0	  0	 791.25	 2.576	 100
 0	 0	 4000	 921.76	 3.169	921.5	  0	 921.76	 3.169	 100
 0	 0	 6000	1013.63	 2.740	1014.0	  1	1013.72	 2.611	 100
 0	 0	 8000	1073.25	 2.595	1074.0	  0	1073.25	 2.595	 100
 0	 0	10000	1120.23	 2.344	1121.0	  0	1120.23	 2.344	 100
 0	 0	12000	1161.48	 2.472	1161.5	  0	1161.48	 2.472	 100
 0	 0	14000	1198.50	 2.254	1198.0	  4	1198.29	 2.041	 100
 0	 0	16000	1232.61	 2.715	1233.0	  0	1232.61	 2.715	 100
 0	 0	18000	1265.06	 2.282	1265.0	  1	1265.13	 2.179	 100
 0	 0	20000	1297.10	 2.751	1297.0	  0	1297.10	 2.751	 100
 0	 0	22000	1325.84	 2.295	1326.0	  4	1325.95	 2.084	 100
 0	 0	24000	1353.61	 2.093	1353.5	  0	1353.61	 2.093	 100
 0	 0	26000	1380.86	 2.361	1381.0	  0	1380.86	 2.361	 100
 0	 0	28000	1407.69	 2.573	1408.0	  0	1407.69	 2.573	 100
 0	 0	30000	1432.35	 2.467	1433.0	  0	1432.35	 2.467	 100
 0	 0	32000	1457.31	 2.593	1457.5	  0	1457.31	 2.593	 100
 0	 0	34000	1481.15	 2.548	1481.0	  5	1480.92	 2.102	 100
 0	 0	36000	1504.93	 2.746	1505.0	  0	1504.93	 2.746	 100
 0	 0	38000	1528.93	 2.555	1529.0	  0	1528.93	 2.555	 100
 0	 0	40000	1553.13	 2.658	1553.0	  0	1553.13	 2.658	 100
 0	 0	42000	1575.64	 2.773	1576.0	  0	1575.64	 2.773	 100
 0	 0	44000	1597.79	 2.488	1598.0	  0	1597.79	 2.488	 100
 0	 0	46000	1619.90	 2.232	1620.0	  5	1619.86	 1.849	 100
 0	 0	48000	1642.16	 2.347	1642.0	  0	1642.16	 2.347	 100
 0	 0	50000	1664.06	 2.620	1664.0	  0	1664.06	 2.620	 100
 0	 0	52000	1684.85	 2.376	1685.0	  8	1684.99	 1.860	 100
 0	 0	54000	1706.19	 2.259	1706.0	  3	1706.39	 1.945	 100
 0	 0	56000	1727.11	 2.538	1727.0	  0	1727.11	 2.538	 100
 0	 0	58000	1747.45	 2.508	1748.0	  0	1747.45	 2.508	 100
 0	 0	60000	1768.53	 2.508	1769.0	  0	1768.53	 2.508	 100
 0	 0	62000	1789.36	 2.908	1789.0	 16	1788.62	 1.803	 100
 0	 0	64000	1811.63	 2.334	1812.0	  0	1811.63	 2.334	 100
 0	 1	   10	 131.16	 2.039	131.0	  4	 131.04	 1.753	 100
 0	 1	   20	 139.09	 1.724	139.0	  2	 139.10	 1.550	 100
